content,url,title_hash,title
" 
	　　【方剂名】半夏泻心汤，出自《伤寒论》

	　　【组成】半夏半升、洗(12g)， 黄芩、干姜、人参各三两(各9g) ，黄连一两(3g) ，大枣十二枚、擘(4枚)，甘草三两、炙(9g)。

	　　【用法】上七味，以水一斗，煮取六升，去滓，再煎，取三升，温服一升，日三服。 现代用法：水煎服。

	　　【功效】和胃降逆，开结除痞。

	　　【主治】胃气不和，心下痞证。心下痞，但满不痛，或呕吐，肠鸣下利，舌苔黄腻，脉弦数。

	　　【方解】本方原治小柴胡汤证因误下，损伤中阳，寒从中生，少阳邪热乘虚内陷，以致寒热错杂，而成心下痞证。心下指胃脘，痞指胃脘部堵塞不适。无形邪气内陷于里，故但满而不痛不硬，按之濡软。中阳虚损，寒热互结，升降失常，则恶心呕吐，肠鸣下利。治宜平调寒热，益气和胃，散结除痞。方中半夏苦辛温燥，能散结除痞，和胃降逆，为君药。干姜辛热，温中散寒，助半夏温胃消痞以和阴；黄芩、黄连苦寒降泄，清泻里热以和阳，共为臣药。四药相配，辛开苦降，寒热并调，以治寒热错杂之证。又因本证中虚失运，故用人参、炙甘草、大枣为佐药，甘温益气，健脾补中。炙甘草又能调和诸药，兼为使药。七药合用，使寒去热清，气机得畅，升降复常，诸证自愈。本方的配伍特点是：寒，热并用，辛开苦降，补泻兼施。

	　　【临床运用】

	　　1.用方要点：本方为治疗中气虚弱，寒热错杂，升降失常而致肠胃不和的常用方。临床以心下痞满不痛，呕吐泻利，苔腻微黄为辨证要点。

	　　2.现代运用：本方常用于治疗急慢性胃肠炎、慢性结肠炎、神经性呕吐、慢性肝炎、早期肝硬化等病属寒热互结，虚实夹杂者。

	　　【使用注意】食积和痰浊内结之痞满者，不宜使用本方。

	　　【附】生姜泻心汤(《伤寒论》)：即半夏泻心汤中减干姜二两(6g)，加生姜四两(12g)水煎服。功效：和胃消痞，宣散水气。主治：水热互结之痞证。心下痞硬，干噫食臭，腹中雷鸣，下利等。

	　　【方歌】半夏泻心用芩连，干姜草枣人参添，寒热互结心下痞，散结消痞病自痊。
 
        
      
        
        最近更新时间：2014-03-10
",http://www.zhongyoo.com/fangji/bxxxt_1343.html,,
" 
	　　【方剂名】健脾丸，出自《证治准绳》

	　　【组成】 白术炒二两半(75g) ，木香另研、黄连酒炒、甘草各七钱半(各22g)， 白茯苓去皮二两(60g)，人参一两半(45g)， 神曲炒，陈皮、砂仁、麦芽炒取面，山楂取肉，山药、肉豆蔻、面裹煨热，纸包捶去油，各一两(各30g)。

	　　【用法】共为细末，蒸饼为丸，如绿豆大，每服五十丸(6g)，空心服，一日二次，陈米汤下。现代用法：糊丸或水泛为丸，每服6～9g，温开水送下，每日2次。

	　　【功效】健脾和胃，消食止泻。

	　　【主治】脾虚食停证。食少难消，脘腹痞闷，大便溏薄，苔腻微黄，脉虚弱。

	　　【方解】本方证为脾胃虚弱，食积内停，生湿化热所致。脾胃虚弱，故食少难消，脉象虚弱；脾虚生湿，清阳不升则大便溏薄；脾虚食停，气机不畅，则脘腹痞闷；食停生湿蕴热，则苔腻微黄。脾虚宜补，食滞宜消，治宜健脾消食，兼以清热祛湿。方中重用白术、茯苓，健脾渗湿以止泻，为君药。人参、甘草益气健脾；山药、肉豆蔻健脾止泻；山楂、神曲、麦芽消食化滞，以消食积，共为臣药。木香、砂仁、陈皮理气和胃，畅中消痞；稍用黄连清热燥湿以治湿热，共为佐药。诸药合用，消补兼施，使脾虚得健，食积得消，湿祛热清，诸证自除。

	　　【临床运用】

	　　1.用方要点：本方为治脾虚食停、生湿化热的常用方。以食少难消，脘腹痞闷，大便溏薄，苔腻微黄，脉虚弱为辨证要点。

	　　2.现代应用：本方常用于治疗慢性胃炎、慢性肠炎、肠功能紊乱，消化不良等属脾虚食停者。

	　　【使用注意】食积实证，不宜使用本方。

	　　【方解】健脾参术苓草陈，肉蔻连香与砂仁，楂肉山药曲麦芽，消补兼施用此方。
 
        
      
        
        最近更新时间：2014-03-12
",http://www.zhongyoo.com/fangji/jpw_1357.html,,
" 
	　　【方剂名】肾气丸，出自《金匮要略》

	　　【组成】干地黄八两(240g) ，薯蓣、山茱萸各四两(各120g)， 泽泻、茯苓、牡丹皮各三两(各90g)，桂枝、附子炮各一两(各30g)。

	　　【用法】上为细末，炼蜜和丸，如梧桐子大，酒下十五丸(6g)，日再服。现代用法：亦可作汤剂，用量按原方比例酌减。

	　　【功效】补肾助阳。

	　　【主治】肾阳不足证。腰痛脚软，身半以下常有冷感，少腹拘急，小便不利，或小便反多，入夜尤甚，阳痿早泄，舌淡而胖，脉虚弱，尺脉沉细，以及痰饮、水肿、消渴、脚气、转胞等。

	　　【方解】本方诸证皆由肾阳不足所致。肾为水脏，内寓命门真火，肾阳不足，失于温煦，故腰痛脚软、身半以下常有冷感、少腹拘急；肾阳虚弱，气化不利，水停于内，则小便不利、少腹拘急，甚或转胞、或水肿、痰饮、脚气；肾阳亏虚，水液直趋下焦，津不上承，故消渴、小便反多；病症虽多，病机均为肾阳亏虚，所以异病同治，治宜补肾助阳，即王冰所谓：“益火之源，以消阴翳”之理。方用辛热的附子温壮元阳，辛温的桂枝，温通阳气，二药相合，温肾助阳化气，共为君药。然肾为水火之脏，内寓元阴元阳，阳虚则阴不化，故重用于地黄滋补肾阴，用山茱萸、薯蓣(即山药)补肝脾益精血，共为臣药。君臣相伍，一阳一阴，阳得阴生则温而不燥，阴得阳化则滋而不腻。即所谓“善补阳者，必于阴中求阳”。方中补阳药少而滋阴药多，其立方之旨，在于“微微生火”，“少火生气”之义。方中佐以泽泻通调水道；茯苓健脾渗湿；牡丹皮清泻肝火。此三味寓泻于补，使邪去而补药得力，并制诸滋阴药可能助湿敛邪之虞。诸药合用，助阳之弱以化水，滋阴之虚以生气，使肾阳振奋，气化复常，则诸症自除。

	　　配伍特点：一是补阳之中配伍滋阴之品，阴中求阳，使阳有所化；二是少量补阳药与大队滋阴药为伍，旨在微微生火，少火生气。由于本方功用主要在于温补肾气，且作丸内服，故名之“肾气丸”。

	　　【临床运用】

	　　1.用方要点：本方为补肾助阳的常用方。临床应用以腰痛脚软，畏寒肢冷，小便不利或反多，舌淡而胖，脉虚弱而尺脉沉细为辨证要点。

	　　2.现代运用：本方常用于治疗慢性肾炎、糖尿病、醛固酮增多症、甲状腺功能低下、性神经衰弱、肾上腺皮质功能减退、慢性支气管哮喘、更年期综合征等属肾阳不足者。

	　　【使用注意】本方性偏温热，对咽干口燥，舌红少苔属肾阴不足，虚火上炎者，不宜使用。此外，肾阳虚而小便正常者，为纯虚无邪，不宜使用本方。吴仪洛称：“此亦为虚中夹邪滞而设尔，若纯虚之证，而兼以渗利，未免减去药力，当用右归丸或右归饮。”(《成方切用》)

	　　【附】右归丸(《景岳全书》)：大怀熟地黄八两(240g)， 山药炒四两(120g) ，山茱萸微炒三两(90g) ，枸杞微炒四两(120g)， 鹿角胶炒珠四两(120g)，菟丝子制四两(120g)，杜仲姜汤炒四两(120g) ，当归三两(90g) ，肉桂二两，渐可加至四两(60～120g)， 制附子二两，渐可加至五六两(60～180g)，共为细末，炼蜜为丸，每服9g，每日2次。功效：温补肾阳，填精益髓。主治：肾阳不足，命门火衰证。年老或久病气衰神疲，畏寒肢冷，阳痿遗精，或阳衰无子，或小便自遗，或食少便溏，舌淡苔白，脉沉迟。

	　　本方系由肾气丸减去“三泻”，即泽泻、牡丹皮、茯苓，加鹿角胶、菟丝子、杜仲、枸杞子、当归而成。方中集温补药与滋补药于一方，纯补无泻，故益肾壮阳之力颇著；补阳药与补阴药合用，则体现了“阴中求阳”的用药法则。为填精温阳之峻剂，适用于肾阳不足，命门火衰证。

	　　【方歌】肾气丸补肾阳虚，地黄山药及山萸，苓泽丹皮合桂附，水中生火在温煦。
 
        
      
        
        最近更新时间：2014-01-18
",http://www.zhongyoo.com/fangji/sqw_1172.html,,
" 
	　　【方剂名】桑菊饮，出自《温病条辨》

	　　【组成】桑叶二钱五分(7.5g)， 菊花一钱(3g) ，杏仁二钱(6g)， 桔梗二钱(6g) ，甘草生八分(2.5g) ，薄荷八分(2.5g) ，连翘一钱五分(5g) ，苇根二钱(6g)。

	　　【用法】水二杯，煮取一杯，日二服。现代用法：水煎温服。

	　　【功效】疏风清热，宣肺止咳。

	　　【主治】风温初起。咳嗽，身热不甚，口微渴，脉浮数。

	　　【方解】本方证为风温袭肺，肺失清肃所致。风温客肺，肺失清肃，故以咳嗽为主证；虽卫表不疏，但感邪轻浅，为外感风热之轻证，故身热不甚，口微渴；脉浮数为风热表证之象。治宜疏风清热，宣肺止咳。方中桑叶甘寒质润，轻清疏散，长于散肺中风热以止咳；菊花辛甘性寒，长于疏散上焦风热，清头目以肃肺，二者相须为用，共为君药。薄荷协助桑叶、菊花疏散风热，清利头目；杏仁苦降，肃降肺气，桔梗辛散，开宣肺气；二药相合，一宣一降，以复肺脏宣降而祛痰止咳，为宣降肺气的常用药对，共为臣药。连翘清上焦风热以解毒；芦根清热生津止渴，共为佐药。甘草调和诸药，为使药，与桔梗相配祛痰利咽。本方诸药皆为辛凉甘苦，轻清宣透之品，且用量颇轻，故为“辛凉轻剂”。

	　　【临床运用】

	　　1.用方要点：本方为一首“辛凉轻剂”，适用于风热或风温犯肺之轻证，以咳嗽、发热不甚，微渴，脉浮数为辨证要点。

	　　2.现代应用：本方常用于治疗感冒、急性支气管炎、上呼吸道感染、肺炎、急性扁桃体炎等属风热犯肺之轻证。

	　　【使用注意】本方为风热咳嗽轻证的常用方，风寒咳嗽不宜使用。所用药物均系轻清之品，不宜久煎。

	　　【方歌】桑菊饮中桔梗翘，杏仁甘草薄荷绕, 芦根为引轻清剂，风温咳嗽服之消。
 
        
      
        
        最近更新时间：2014-01-26
",http://www.zhongyoo.com/fangji/sjy_1212.html,,
" 
	　　【方剂名】泻白散，出自《小儿药证直诀》

	　　【组成】地骨皮 桑白皮炒，各一两(各15g) 甘草炙，一钱(3g)

	　　【用法】上药锉散，入粳米一撮，水二小盏，煎七分，食前服。现代用法：水煎服。

	　　【功效】清泻肺热，止咳平喘。

	　　【主治】肺热咳喘证。气喘咳嗽，皮肤蒸热，日晡尤甚，舌红苔黄，脉细数。

	　　【方解】本方证乃肺有伏火，肺失清肃所致。肺主气，宜清肃下降，肺有伏火，则气逆不降而为喘咳；肺合皮毛，肺热外蒸皮毛，则皮肤蒸热，日晡尤甚；舌红苔黄，脉象细数是热邪渐伤阴分之候。治宜清泻肺中郁热，平喘止咳。方中桑白皮甘寒入肺经，清泄肺热，止咳平喘，为君药。地骨皮甘寒，直人阴分而泻肺中伏火，为臣药，君臣相合能清泻肺火，使热清气降，蒸热咳喘之证自除。所用桑白皮、地骨皮均为平和之品，其不用芩连之苦寒，乃针对小儿稚阴之体，防其过寒伤正。炙甘草、粳米养胃和中，培土生金，共为佐使。四药合用，清中有润，泻中有补，既不是清透肺中实热以治其标，也不是滋阴润肺以治其本，而是清泻肺中伏火以消郁热。对小儿“稚阴”之体具有标本兼治之功，与肺为娇脏、不耐寒热的生理特点非常吻合。

	　　【临床运用】

	　　1.用方要点本方是治疗肺热咳喘的常用方，药力平和，尤宜于正气未伤，伏火不甚者。临证以咳喘气急，皮肤蒸热，舌红苔黄，脉细数为辨证要点。

	　　2.现代运用本方常用于治疗小儿麻疹初期，肺炎初期、支气管炎、支气管扩张、百日咳等属肺有伏火者。

	　　3.使用注意风寒咳嗽或肺虚喘咳者不宜使用。

	　　【方歌】泻白桑白地骨皮，甘草粳米四般宜，泻肺清热平咳喘，又可和中与健脾。
 
        
      
        
        最近更新时间：2013-05-04
",http://www.zhongyoo.com/fangji/xbs_556.html,,
" 
	　　【方剂名】瓜蒌薤白白酒汤，出自《金匮要略》

	　　【组成】瓜蒌实一枚(24g) 薤白半升(12g) 白酒七升(适量)

	　　【用法】三味同煎，取二升，分温再服。现代用法：加适量黄酒，水煎服。

	　　【功效】通阳散结，行气祛痰。

	　　【主治】胸痹证。胸部闷痛，甚或胸痛彻背，喘息咳唾，短气，舌苔白腻，脉沉弦或紧。

	　　【方解】本方所治胸痹系由胸中阳气不振，痰阻气滞所致。诸阳之气受于胸中而转行于背，胸中阳气不振，津液不得输布，凝聚为痰，痰阻气机，故胸部满痛，甚或胸痛彻背；痰浊阻肺，肺失宣降而上逆，故喘息咳唾，短气；舌苔白腻，脉沉弦或紧，均为痰浊结聚之征。本证胸阳不振为病之本，痰阻气滞为病之标，治宜通阳散结，行气祛痰。方以瓜蒌实为君，利气宽胸，祛痰散结。薤白为臣，温通胸阳，行气散结止痛。二药相配，一除痰结，一通气滞，相辅相成，为治胸痹之要药；佐以白酒，上行升散，行气活血，以助薤白行气通阳之功。本方药仅三味，但配伍严谨，可使胸中阳气宣通，痰浊消除，气机通畅，胸痹自除。

	　　【临床运用】

	　　1.用方要点：本方为治胸痹证的基础方，以胸痛，喘息短气，舌苔白腻，脉弦紧为辨证要点。

	　　2.现代应用：本方常用于治疗冠心病心绞痛、非化脓性肋骨炎、肋间神经痛等属胸阳不振，痰浊内阻者。

	　　【使用注意】本方性偏温燥，若胸痹证属阴虚有热者应忌用。方中白酒用量，当视患者酒量而定，一般可用30～60ml，不宜过多。

	　　【方歌】瓜蒌薤白白酒汤，通阳行气祛痰良，胸痛彻背喘息唾，胸痹心痛皆可尝。
 
        
      
        
        最近更新时间：2014-02-15
",http://www.zhongyoo.com/fangji/glxbbjt_1251.html,,
" 
	　　【方剂名】苓桂术甘汤，出自《金匮要略》

	　　【组成】茯苓四两(12g)桂枝去皮，三两(9g) 白术二两(6g) 甘草炙，二两(6g)

	　　【用法】上四味，以水六升，煮取三升，去滓，分温三服，小便则利。现代用法：水煎服。

	　　【功效】温阳化饮，健脾利湿。

	　　【主治】中阳不足之痰饮病。胸胁支满，目眩心悸.或短气而咳，舌苔白滑，脉弦滑。

	　　【方解】本方证为中焦阳虚，脾失健运，痰饮内生所致。中阳不足，气化不利，脾不运湿，聚湿生痰成饮。水饮停于胸胁，则胸胁胀满；痰饮阻遏上升之清阳，则头目眩晕；水饮上凌心肺，则心悸，短气而喘；舌苔白滑，脉弦滑，均为水饮内停之征。治宜温阳健脾化饮。方中茯苓甘淡性平，既健脾益气，又利湿化饮，为君药。饮属阴邪，非温不化，故以桂枝为臣药，温阳以化饮。苓、桂相伍，一利一温，湿邪去有利于阳气得复，阳气得复又有利于祛湿。以白术为佐药，健脾祛湿，脾气健则水湿得运。以甘草为使药，调药和中。药仅四味，配伍精当，温而不燥，利而不峻，共奏温阳化饮，健脾利湿之功。

	　　【临床运用】

	　　1.用方要点：本方为温阳化饮的主要方剂，以胸胁支满，目眩心悸，舌苔白滑为辨证要点。

	　　2.现代运用：本方常用于治疗慢性支气管炎、支气管哮喘、心源性或慢性肾小球肾炎所致的水肿属脾阳虚者。

	　　【方歌】苓桂术甘化饮剂，温阳化饮又健脾，饮邪上逆胸胁满，水饮下行悸眩去。
 
        
      
        
        最近更新时间：2014-01-24
",http://www.zhongyoo.com/fangji/lgsgt_1202.html,,
" 
	　　【方剂名】保和丸，出自《丹溪心法》

	　　【组成】山楂六两(180g)，半夏、茯苓各三两(各90g)，神曲二两(60g)，陈皮、连翘、莱菔子各一两(各30g)。

	　　【用法】上为末，炊饼丸如梧桐子大，每服七八十丸，食远白汤下。现代用法：共为末，水泛为丸，每服6～9g，温开水送服。

	　　【功效】消食和胃，清热化湿。

	　　【主治】食积内停。胸脘痞满胀痛，嗳腐吞酸，厌食呕吐，或大便稀溏，苔黄厚腻，脉滑。

	　　【方解】本证系由饮食不节，暴饮暴食所致。饮食太过，脾运不及，食积内停，气机受阻，故胸脘痞闷或胀痛；食积中阻，升降功能失常，浊阴不降，则嗳腐吞酸，厌食呕吐，清阳不升，则大便稀溏；苔黄厚腻，脉滑，为有形实邪内停，生湿化热之征。总之，病机为饮食停滞，气机受阻，胃气不和。治宜消食和胃。方中重用山楂，消一切食积，尤善消肉食油腻之积，为君药。神曲消食健脾，善消酒食陈腐之积；莱菔子消食下气，善消谷面痰气之积，共为臣药。君臣相合，可消各种食积。半夏、陈皮行气化滞，和胃止呕，消除食阻气机之证；食积内停，易生湿化热，故配茯苓健脾祛湿，和中止泻；连翘清热散结，共为佐药。诸药合用，使食积得化，胃气得和，共奏消食和胃之功。由于本方药力和缓平稳，故以“保和”命名。

	　　【临床运用】

	　　1.用方要点：本方为治疗食积的通用方，以脘腹胀满，嗳腐厌食，苔厚腻，脉滑为辨证要点。

	　　2.现代应用：本方常用于治疗急慢性胃炎、肠炎、慢性胆囊炎、消化不良、婴儿腹泻等属食积内停者。

	　　【使用注意】脾虚食滞者不宜使用。

	　　【方解】保和神曲与山楂，陈苓夏翘菔子加，消食和胃化湿结，更可方中用麦芽。
 
        
      
        
        最近更新时间：2014-03-31
",http://www.zhongyoo.com/fangji/bhw_1422.html,,
" 
	　　【方剂名】川芎茶调散，出自《太平惠民和剂局方》

	　　【组成】川芎、荆芥去梗各四两(各120g)， 白芷、羌活、甘草各二两(各60g) ，细辛一两(30g) ，防风去芦一两半(45g) ，薄荷不见火八两(240g)。

	　　【用法】上为细末，每服二钱(6g)，食后清茶调下。现代用法：作汤剂，水煎服，用量按原方比例酌减。

	　　【功效】疏风止痛。

	　　【主治】外感风邪头痛。偏正头痛或巅顶作痛，恶寒发热，目眩鼻塞，舌苔薄白，脉浮。

	　　【方解】本方所治乃为风邪外袭，阻遏清阳所致。风邪外袭，上犯头目，故头痛目眩，由于风性数变，故其痛或偏或正，或巅顶作痛，或牵引眉棱骨痛，若头痛作止无时，称为头风。风邪束表，卫阳不宣，邪正抗争，则恶寒发热，肺气不利，则鼻塞，舌苔薄白，脉浮为风邪外袭之征。治宜散风邪，止头痛。因巅顶之上，惟风药可到也，方中用川芎祛风止痛，为治各经头痛的要药，尤善治少阳、厥阴经头痛(两侧或巅顶痛)，又辛散活血止痛，寓“治风先治血，血行风自灭”之意，为君药。薄荷、荆芥辛散轻扬，疏风止痛，清利头目，且薄荷用量独重，以其辛凉之性，制其诸风药之温燥，为臣药。羌活、白芷、细辛、防风疏风散邪治头痛。其中羌活镇痛力强，善治太阳经头痛(后头痛牵连项部)，白芷善通窍止痛，治阳明经头痛(前额及眉棱骨痛)，细辛散寒止痛，长于治少阴经头痛(头痛连齿)，并宣通鼻窍，防风疏风解表，为佐药。甘草调和诸药，缓和风药之燥性，服时用清茶调服，取其苦凉轻清，清上降下，使升中有降，不致升散太过，共为使药。诸药合用，疏风药众，止痛效宏，又引经用药，诸经头痛均治。

	　　【临床运用】

	　　1.用方要点：本方为治风邪头痛的常用方，以头痛，鼻塞，脉浮为辨证要点。

	　　2.现代应用：本方常用于治疗普通感冒、流行性感冒所致的头痛、偏头痛、血管神经性头痛、慢性鼻炎所引起的头痛，属风邪为患者。

	　　【使用注意】本方辛散药物较多，故凡久病气虚、血虚，或肝肾不足，阳气亢盛之头痛，则非本方所宜。

	　　【附】菊花茶调散(《医方集解》)：即川芎茶调散原方加菊花一钱(3g)僵蚕三分(lg)共为细末，每服二钱(6g).食后清茶调服。功效：疏散风热，清利头目。主治：风热上攻，头晕目眩及偏正头痛。

	　　本方在川芎茶调散的基础上，加菊花、僵蚕以散风热，故对偏正头痛及眩晕而偏于风热者较为适宜。

	　　本方的服法是饭后用清茶调服。其因：一是本方药多为风药，辛温升散，清茶苦凉，能清上降下，既能清利头目，又制风药过于温燥与升散，使升有降。二是本方药物大部分含有挥发成分，入煎剂时，易失去有效成分，使药效降低，故用清茶调服，以保护挥发性成分不致丢失。现临床将此方多制成袋泡茶剂，以保护挥发性成分不致丢失，且浸出率高、简便易行，故中药袋泡茶剂具有很大的开发潜力。

	　　【方歌】川芎茶调用荆防，辛芷薄荷甘草羌，目昏鼻塞风攻上，偏正头痛悉能康。
 
        
      
        
        最近更新时间：2014-03-18
",http://www.zhongyoo.com/fangji/cxcds_1383.html,,
" 
	　　【方剂名】百合固金汤，出自《慎斋遗书》

	　　【组成】百合一钱半(4.5g) 熟地黄生地黄 当归身各三钱(各9g) 白芍(6g) 甘草(3g)各一钱桔梗玄参各八分(各2g) 贝母麦冬各一钱半(4.5g)

	　　【用法】水煎服。

	　　【功效】养阴润肺，止咳化痰。

	　　【主治】肺肾阴虚，虚火上炎证。咳嗽吐痰，或痰中带血，咽喉燥痛，潮热盗汗，舌红少苔，脉细数。

	　　【方解】本方证为肺肾阴虚，虚火上炎所致。肺失清肃而气逆，则咳嗽吐痰；阴虚火动，虚火上炎，故咽喉燥痛；虚火灼伤肺络，则痰中带血；阴虚内热，故潮热盗汗；舌红少苔，脉细数均为虚热之征。治宜养阴润肺，止咳化痰。方中百合生津润肺；生地黄、熟地黄并用，滋肾壮水，以制虚火，其中生地黄兼能凉血止血。三药相伍润肺滋肾，金水并补，共为君药。麦冬、玄参养阴清热，同养肺阴，共为臣药。贝母、桔梗润肺化痰止咳；当归、白芍养血敛阴，同为佐药。甘草调和诸药，并配桔梗利咽喉，为使药。诸药合用，使肺肾之阴渐充，虚火自清，以达固护肺金之目的，故名“百合固金汤”。

	　　【临床运用】

	　　1.用方要点本方为治肺肾阴虚咳嗽的常用方，以咳嗽，咽喉燥痛，舌红少苔，脉细数为辨证要点。

	　　2.现代运用本方常用于治疗肺结核、慢性支气管炎、支气管扩张、慢性咽炎等属肺肾阴虚，虚火上炎者。

	　　【使用注意】本方药物多为甘寒滋腻之品，脾胃虚寒，食少便溏者，应慎用。

	　　【方歌】百合固金二地黄，玄参贝母桔甘藏， 麦冬芍药当归配，喘咳痰血肺家伤。
 
        
      
        
        最近更新时间：2013-12-16
",http://www.zhongyoo.com/fangji/bhgjt_1021.html,,
,http://www.zhongyoo.com/fangji/page_4.html,,
" 
	　　【方剂名】白虎汤，出自《伤寒论》

	　　【组成】 石膏一斤，碎(50g) 知母六两(18g) ，甘草二两，炙(6g) 粳米六合(9g)。

	　　【用法】上四味，以水一斗，煮米熟汤成，去滓，温服一升，日三服。现代用法：水煎服。

	　　【功效】清热生津。

	　　【主治】阳明气分热盛证。壮热面赤，烦渴引饮，汗出恶热，脉洪大有力。

	　　【方解】本方证是由于伤寒化热内传阳明之经，或温病邪传气分所致，即阳明气分热盛证。里热炽盛，向外熏蒸，迫津外泄，故见壮热面赤，汗出恶热；热灼津伤，则烦渴引饮；脉洪大为里热炽盛之象。治宜直清里热，除烦生津。方中石膏辛甘大寒，善于清解阳明经热邪，透热出表，除烦止渴，故重用为君药。知母苦寒质润，苦寒可助石膏清泄肺胃实热，质润能滋阴润燥以救阴，为臣药。君臣相须为用，既可大清气分之热，又能滋阴生津，功效倍增。炙甘草、粳米益胃和中，并防石膏、知母大寒伤胃，为佐使药。四药合用，使热邪得清，津液得复，诸证自愈。白虎为西方金神，用以名汤，比喻其清热之力浩大。

	　　【临床运用】

	　　1.用方要点本方为治疗阳明气分热盛证的代表方。临床以大热、大渴、大汗、脉洪大为辨证要点。

	　　2.现代运用本方常用于治疗感染性疾病，如大叶性肺炎、流行性乙型脑炎、流行性出血热、牙龈炎，以及小儿夏季热、糖尿病等属气分热盛者。

	　　【使用注意】凡表证未解的无汗发热，口不渴者；血虚发热，脉洪而重按无力者；真寒假热的阴盛格阳证等均不可误用。

	　　白虎汤中为何配伍粳米?本方主治阳明胃经热盛，粳米为谷物，具有甘缓留中之能，使方中石膏、知母寒凉苦降之力“不速下行”而“留连于胃中”，以保证药力留驻中焦，以最大限度发挥本方的“清中”的作用。现代研究及临床实践证明，本方中粳米可使药液质地黏稠，浓度增大，有利于方中石膏等有效微细颗粒尽可能悬浮于药液中，从而大大地提高方中药物的溶解度，以增强本方的退热效应。

	　　【方歌】 白虎膏知甘草粳，气分大热此方清，热渴汗出脉洪大，加入人参气津生。
 
        
      
        
        最近更新时间：2013-12-12
",http://www.zhongyoo.com/fangji/bht_1007.html,,
